No;% accepted last year;% immediately rejected last year;Articles published last year;Average number of review reports;Average number of review rounds;Decision time immediate rejection;Difficulty of reviewer comments;Duration first review;Five-year impact factor;Issues per year;Journal link;Kind of complaint procedure;Manuscript handling fee?;Manuscripts received last year;Open access status;Overall rating manuscript handlingOverall rating manuscript handling;Quality of review reports;Total handling time accepted manuscripts;Two-year impact factor
24.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/imaging-in-medicine/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
25.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/medicina-dello-sport/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
26.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/telemedicine-journal-and-e-health/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
27.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/physical-education-and-sport-pedagogy/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
28.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/american-journal-of-speech-language-pathology/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
29.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/journal-of-science-and-medicine-in-sport/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
30.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/rehabilitation-oncology/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
31.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/the-asha-leader/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
32.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/international-tinnitus-journal/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
33.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/histochemistry-and-cell-biology/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
34.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/logopedics-phoniatrics-vocology/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
35.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/sports-engineering/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
36.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/clinical-journal-of-sport-medicine/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
37.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/journal-of-histotechnology/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
38.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/adapted-physical-activity-quarterly/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
39.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/ergonomics/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
40.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/physiotherapy/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
41.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/applied-medical-informatics/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
42.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/fizjoterapia/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
43.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/journal-of-voice/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
44.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/revue-francophone-des-laboratoires/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
45.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/canadian-journal-of-occupational-therapy/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
46.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/neurorehabilitation/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
47.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/diabetes-technology-and-therapeutics/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
48.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/journal-of-physical-therapy-science/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
49.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/exercise-and-sport-sciences-reviews/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
0.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/revista-brasileira-de-medicina-do-esporte/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
1.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/australian-occupational-therapy-journal/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
2.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/journal-of-back-and-musculoskeletal-rehabilitation/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
3.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/indian-journal-of-traditional-knowledge/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
4.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/medicine-and-science-in-sports-and-exercise/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
5.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/topics-in-geriatric-rehabilitation/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
6.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/complementary-therapies-in-medicine/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
7.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/journal-of-music-therapy/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
8.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/physical-medicine-and-rehabilitation-clinics-of-north-america/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
9.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/american-journal-of-sports-medicine/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
10.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/european-journal-of-physical-and-rehabilitation-medicine/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
11.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/rehabilitation-psychology/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
12.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/assistive-technology/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
13.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/isokinetics-and-exercise-science/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
14.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/hong-kong-journal-of-occupational-therapy/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
15.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/sports-medicine/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
16.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/clinical-linguistics-and-phonetics/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
17.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/journal-of-human-kinetics/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
18.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/osteopathic-medicine-and-primary-care/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
19.0;['74'];['5'];['77'];2.1;1.6;;1.6;1.2 mnths;[];['4'];https://scirev.org/journal/macedonian-journal-of-medical-sciences/;['$250'];['yes'];['132'];['open access'];4.8 ;5.0;1.3 mnths;['Editor']
20.0;['n/a'];['n/a'];['n/a'];2.0;1.5;6 days;4.0;1.5 mnths;['n/a'];['n/a'];https://scirev.org/journal/journal-of-medical-systems/;['n/a'];['n/a'];['n/a'];['n/a'];4.5 ;4.5;2.5 mnths;['n/a']
21.0;['26'];['50'];['65'];2.0;2.0;;1.7;1.8 mnths;['2.57'];['6'];https://scirev.org/journal/ophthalmic-and-physiological-optics/;['$3000'];['yes'];['250'];['optional'];4.3 ;4.0;2.4 mnths;['Editor']
22.0;['n/a'];['n/a'];['n/a'];2.0;2.0;;4.5;3.8 mnths;['n/a'];['n/a'];https://scirev.org/journal/journal-of-communication-disorders/;['n/a'];['n/a'];['n/a'];['n/a'];4.0 ;3.5;9.3 mnths;['n/a']
23.0;['n/a'];['n/a'];['n/a'];1.5;2.0;;1.5;2.3 mnths;['n/a'];['n/a'];https://scirev.org/journal/biology-of-sport/;['n/a'];['n/a'];['n/a'];['n/a'];3.0 ;3.0;3.1 mnths;['n/a']
24.0;['n/a'];['n/a'];['n/a'];2.0;1.0;;;3.9 mnths;['n/a'];['n/a'];https://scirev.org/journal/international-journal-of-telemedicine-and-applications/;['n/a'];['n/a'];['n/a'];['n/a'];5.0 ;5.0;3.9 mnths;['n/a']
25.0;['n/a'];['n/a'];['n/a'];2.0;1.0;;;6.9 mnths;['n/a'];['n/a'];https://scirev.org/journal/occupational-therapy-international/;['n/a'];['n/a'];['n/a'];['n/a'];5.0 ;5.0;6.9 mnths;['n/a']
26.0;['n/a'];['n/a'];['n/a'];3.0;2.0;;2.0;3.8 mnths;['n/a'];['n/a'];https://scirev.org/journal/healthcare-leadership/;['n/a'];['n/a'];['n/a'];['n/a'];0.0 ;0.0;4.2 mnths;['n/a']
27.0;['n/a'];['n/a'];['n/a'];1.0;2.0;;1.0;0.2 mnths;['n/a'];['n/a'];https://scirev.org/journal/musculoskeletal-care/;['n/a'];['n/a'];['n/a'];['n/a'];5.0 ;5.0;0.3 mnths;['n/a']
28.0;['n/a'];['n/a'];['n/a'];1.0;1.0;;;1.2 mnths;['n/a'];['n/a'];https://scirev.org/journal/journal-of-the-american-podiatric-medical-association/;['n/a'];['n/a'];['n/a'];['n/a'];4.0 ;4.0;1.2 mnths;['n/a']
29.0;['n/a'];['n/a'];['n/a'];2.0;2.0;;2.0;1.8 mnths;['n/a'];['n/a'];https://scirev.org/journal/communication-disorders-quarterly/;['n/a'];['n/a'];['n/a'];['n/a'];4.0 ;4.0;2.1 mnths;['n/a']
30.0;['n/a'];['n/a'];['n/a'];1.0;2.0;;1.0;2.0 mnths;['n/a'];['n/a'];https://scirev.org/journal/journal-of-sports-science-and-medicine/;['n/a'];['n/a'];['n/a'];['n/a'];4.0 ;4.0;2.5 mnths;['n/a']
31.0;['n/a'];['n/a'];['n/a'];2.0;2.0;;4.0;0.8 mnths;['n/a'];['n/a'];https://scirev.org/journal/clinical-interventions-in-aging/;['n/a'];['n/a'];['n/a'];['n/a'];4.0 ;4.0;1.1 mnths;['n/a']
32.0;['n/a'];['n/a'];['n/a'];2.0;2.0;;4.0;2.3 mnths;['n/a'];['n/a'];https://scirev.org/journal/international-journal-of-language-and-communication-disorders/;['n/a'];['n/a'];['n/a'];['n/a'];5.0 ;5.0;3.2 mnths;['n/a']
33.0;['n/a'];['n/a'];['n/a'];;;113 days;;;['n/a'];['n/a'];https://scirev.org/journal/bmj-quality-and-safety/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
34.0;['n/a'];['n/a'];['n/a'];;;7 days;;;['n/a'];['n/a'];https://scirev.org/journal/journal-of-sports-sciences/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
35.0;['n/a'];['n/a'];['n/a'];2.0;3.0;;4.0;2.9 mnths;['n/a'];['n/a'];https://scirev.org/journal/journal-of-speech-language-and-hearing-research/;['n/a'];['n/a'];['n/a'];['n/a'];3.0 ;3.0;5.3 mnths;['n/a']
36.0;['n/a'];['n/a'];['n/a'];2.0;2.0;;3.0;2.0 mnths;['n/a'];['n/a'];https://scirev.org/journal/contact-lens-and-anterior-eye/;['n/a'];['n/a'];['n/a'];['n/a'];5.0 ;4.0;2.7 mnths;['n/a']
37.0;['n/a'];['n/a'];['n/a'];2.0;2.0;;5.0;1.8 mnths;['n/a'];['n/a'];https://scirev.org/journal/physical-therapy/;['n/a'];['n/a'];['n/a'];['n/a'];1.0 ;2.0;4.8 mnths;['n/a']
38.0;['n/a'];['n/a'];['n/a'];2.0;3.0;;5.0;0.8 mnths;['n/a'];['n/a'];https://scirev.org/journal/language-and-speech/;['n/a'];['n/a'];['n/a'];['n/a'];4.0 ;4.0;4.3 mnths;['n/a']
39.0;['25'];['56'];['68'];1.0;1.0;;;5.5 mnths;['6.25'];['12'];https://scirev.org/journal/nutrition-reviews/;['Editor'];['no'];['257'];['optional'];2.0 ;3.0;5.5 mnths;['5.59']
40.0;['n/a'];['n/a'];['n/a'];2.0;3.0;;4.0;2.6 mnths;['n/a'];['n/a'];https://scirev.org/journal/international-journal-of-speech-language-pathology/;['n/a'];['n/a'];['n/a'];['n/a'];1.0 ;3.0;7.3 mnths;['n/a']
41.0;['n/a'];['n/a'];['n/a'];2.0;3.0;;4.0;1.0 mnths;['n/a'];['n/a'];https://scirev.org/journal/aging,-neuropsychology,-and-cognition/;['n/a'];['n/a'];['n/a'];['n/a'];5.0 ;4.0;1.3 mnths;['n/a']
42.0;['n/a'];['n/a'];['n/a'];2.0;3.0;;0.0;2.7 mnths;['n/a'];['n/a'];https://scirev.org/journal/british-journal-of-occupational-therapy/;['n/a'];['n/a'];['n/a'];['n/a'];1.0 ;1.0;7.7 mnths;['n/a']
43.0;['59'];['n/a'];['n/a'];2.0;2.0;;3.0;1.4 mnths;[];['12'];https://scirev.org/journal/aphasiology/;['Editor'];['no'];['134'];['optional'];4.0 ;3.0;2.3 mnths;['1.62']
44.0;['15'];['n/a'];['n/a'];2.0;2.0;;3.0;1.4 mnths;[];['4'];https://scirev.org/journal/measurement-in-physical-education-and-exercise-science/;['Editorial board'];['no'];['n/a'];['optional'];3.0 ;3.0;1.8 mnths;[]
45.0;['n/a'];['n/a'];['n/a'];2.0;2.0;;1.0;0.7 mnths;['n/a'];['n/a'];https://scirev.org/journal/journal-of-manipulative-and-physiological-therapeutics/;['n/a'];['n/a'];['n/a'];['n/a'];5.0 ;5.0;1.4 mnths;['n/a']
46.0;['n/a'];['n/a'];['n/a'];2.0;3.0;;2.0;2.4 mnths;['n/a'];['n/a'];https://scirev.org/journal/pharmaceutical-biology/;['n/a'];['n/a'];['n/a'];['n/a'];1.0 ;2.0;9.3 mnths;['n/a']
47.0;['n/a'];['n/a'];['n/a'];2.0;;;;18.0 mnths;['n/a'];['n/a'];https://scirev.org/journal/journal-of-sports-medicine-and-physical-fitness/;['n/a'];['n/a'];['n/a'];['n/a'];0.0 ;2.0;18.0 mnths;['n/a']
48.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/health-marketing-quarterly/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
49.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/learning-disability-quarterly/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
0.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/clinical-chiropractic/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
1.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/journal-of-hand-therapy/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
2.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/sociology-of-sport-journal/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
3.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/acimed/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
4.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/ear-and-hearing/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
5.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/journal-of-rehabilitation-medicine/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
6.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/radiological-physics-and-technology/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
7.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/the-arts-in-psychotherapy/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
8.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/international-journal-on-disability-and-human-development/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
9.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/reading-and-writing/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
10.0;['10'];['n/a'];['n/a'];;;;;;['5.84'];['24'];https://scirev.org/journal/british-journal-of-sports-medicine/;['n/a'];['n/a'];['n/a'];['optional'];;;;['6.72']
11.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/journal-of-clinical-laboratory-analysis/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
12.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/revue-du-podologue/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
13.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/international-journal-of-hyperthermia/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
14.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/diabetes-educator/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
15.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/journal-of-phonetics/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
16.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/community-medicine-and-health-education/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
17.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/physikalische-medizin-rehabilitationsmedizin-kurortmedizin/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
18.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/applied-ergonomics/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
19.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/international-journal-of-audiology/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
20.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/trends-in-amplification/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
21.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/journal-of-optometry/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
22.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/contemporary-hypnosis/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
23.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/physical-therapy-in-sport/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
24.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/annals-of-dyslexia/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
25.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/journal-of-teaching-in-physical-education/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
26.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/explore-the-journal-of-science-and-healing/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
27.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/audiological-medicine/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
28.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/manuelle-medizin/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
29.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/ieee-transactions-on-medical-imaging/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
30.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/statistical-methods-in-medical-research/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
31.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/journal-of-learning-disabilities/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
32.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/clinics-in-sports-medicine/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
33.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/perfusion/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
34.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/american-journal-of-audiology/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
35.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/journal-of-sport-rehabilitation/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
36.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/european-journal-of-sport-science/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
37.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/research-in-social-and-administrative-pharmacy/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
38.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/japanese-journal-of-physical-fitness-and-sports-medicine/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
39.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/health-care-for-women-international/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
40.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/sexuality-and-disability/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
41.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/journal-of-fluency-disorders/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
42.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/clinical-and-experimental-optometry/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
43.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/occupational-therapy-in-health-care/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
44.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/journal-of-radiology-nursing/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
45.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/dysphagia/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
46.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/psychiatric-rehabilitation-journal/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
47.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/art-therapy/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
48.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/language-speech-and-hearing-services-in-schools/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
49.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/revista-romana-de-medicina-de-laborator/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
0.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/journal-of-chiropractic-medicine/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
1.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/brain-impairment/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
2.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/motor-control/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
3.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/international-journal-of-clinical-and-experimental-hypnosis/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
4.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/journal-of-orthopaedic-and-sports-physical-therapy/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
5.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/currents-in-pharmacy-teaching-and-learning/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
6.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/physician-and-sportsmedicine/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
7.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/journal-of-the-american-academy-of-audiology/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
